kappa,omega,psi,delta_x,delta_y,R,logit_R
0.0001,3.064688741883061e-08,0.5235987755982988,0.025,0.014433756729740644,2.264050060796962e-15,-13.815509557963773
0.0021001900190019,1.3517723328564332e-05,0.5235987755982988,0.025,0.014433756729740644,9.986274924737384e-13,-13.815509557963773
0.0041003800380038005,5.1526968718856055e-05,0.5235987755982988,0.025,0.014433756729740644,3.806579207324221e-12,-13.815509557963773
0.006100570057005701,0.00011405838305829399,0.5235987755982988,0.025,0.014433756729740644,8.42612309755827e-12,-13.815509557963773
0.0081007600760076,0.00020111196634687805,0.5235987755982988,0.025,0.014433756729740644,1.485726306158204e-11,-13.815509557963773
0.0101009500950095,0.00031268771858460834,0.5235987755982988,0.025,0.014433756729740644,2.310000299326301e-11,-13.815509557963773
0.0121011401140114,0.000448785639771485,0.5235987755982988,0.025,0.014433756729740644,3.315434678193192e-11,-13.815509557963773
0.0141013301330133,0.0006094057299075077,0.5235987755982988,0.025,0.014433756729740644,4.5020298312384824e-11,-13.815509557963773
0.0161015201520152,0.0007945479889926768,0.5235987755982988,0.025,0.014433756729740644,5.869786146488614e-11,-13.815509557963773
0.0181017101710171,0.0010042124170269917,0.5235987755982988,0.025,0.014433756729740644,7.418704011517164e-11,-13.815509557963773
0.020101900190019,0.001238399014010453,0.5235987755982988,0.025,0.014433756729740644,9.148783813445237e-11,-13.815509557963773
0.0221020902090209,0.0014971077799430606,0.5235987755982988,0.025,0.014433756729740644,1.106002593894191e-10,-13.815509557963773
0.024102280228022802,0.001780338714824815,0.5235987755982988,0.025,0.014433756729740644,1.315243077422469e-10,-13.815509557963773
0.026102470247024702,0.0020880918186557147,0.5235987755982988,0.025,0.014433756729740644,1.542599870505996e-10,-13.815509557963773
0.0281026602660266,0.002420367091435761,0.5235987755982988,0.025,0.014433756729740644,1.788073011676375e-10,-13.815509557963773
0.0301028502850285,0.0027771645331649535,0.5235987755982988,0.025,0.014433756729740644,2.051662539420221e-10,-13.815509557963773
0.032103040304030404,0.0031584841438432928,0.5235987755982988,0.025,0.014433756729740644,2.3333684921792293e-10,-13.815509557963773
0.03410323032303231,0.0035643259234707783,0.5235987755982988,0.025,0.014433756729740644,2.633190908350246e-10,-13.815509557963773
0.036103420342034204,0.003994689872047408,0.5235987755982988,0.025,0.014433756729740644,2.951129826285365e-10,-13.815509557963773
0.03810361036103611,0.004449575989573186,0.5235987755982988,0.025,0.014433756729740644,3.2871852842919756e-10,-13.815509557963773
0.040103800380038,0.004928984276048109,0.5235987755982988,0.025,0.014433756729740644,3.641357320632897e-10,-13.815509557963773
0.042103990399039906,0.005432914731472179,0.5235987755982988,0.025,0.014433756729740644,4.0136459735264124e-10,-13.815509557963773
